main_category,product_rows,avg_rating,avg_review_length_chars,avg_sentiment_score,positive_share,neutral_share,negative_share
OfficeProducts,31,4.309677419354839,950.6774193548387,0.9204604139168245,1.0,0.0,0.0
Computers&Accessories,453,4.154966887417219,1229.6887417218543,0.8478218696388065,0.9470198675496688,0.039735099337748346,0.013245033112582781
Car&Motorbike,1,3.8,1069.0,0.8006407690254357,1.0,0.0,0.0
HomeImprovement,2,4.25,1048.5,0.7572091861103067,1.0,0.0,0.0
Electronics,526,4.081749049429658,1815.2281368821293,0.7541875381584568,0.9144486692015209,0.06273764258555133,0.022813688212927757
Toys&Games,1,4.3,1001.0,0.7205766921228921,1.0,0.0,0.0
Home&Kitchen,448,4.040715883668904,1082.220982142857,0.7090909381484,0.8950892857142857,0.06919642857142858,0.03571428571428571
MusicalInstruments,2,3.9,5118.5,0.3772044394234825,0.5,0.5,0.0
Health&PersonalCare,1,4.0,1843.0,-0.062017367294604234,0.0,1.0,0.0
